V1,V2,V3,V4,V5,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,name1,name2,name4,name6,name3,name5,family1,family2,family3,family4,family5,family6,age1,age2,age3,age4,age5,age6,experience1,experience2,experience3,experience4,experience5,experience6,margin,consent,Q75,inputstate,votereg,year_born,pid3,dem_strength,rep_strength,ind_lean,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,women_lgbtq_4,women_lgbtq_5,women_lgbtq_6,women_lgbtq_7,women_lgbtq_9,Q36_1,Q36_2,Q36_3,Q36_4,acknowledgment,socialism,fave_grid_1,fave_grid_2,fave_grid_3,fave_grid_5,fave_grid_6,fave_grid_7,fave_grid_10,mip_open,G2.Q2_1,G2.Q2_2,G2.Q2_3,G2.Q2_4,G2.Q2_5,G2.Q2_6,G2.Q2_7,G2.Q2_8,G2.Q2_9,G2.Q3_1_Group,G2.Q3_1_Rank,G2.Q3_2_Group,G2.Q3_2_Rank,G2.Q3_3_Group,G2.Q3_3_Rank,G2.Q3_4_Group,G2.Q3_4_Rank,G2.Q3_5_Group,G2.Q3_5_Rank,G2.Q3_6_Group,G2.Q3_6_Rank,G2.Q3_7_Group,G2.Q3_7_Rank,G2.Q3_8_Group,G2.Q3_8_Rank,work_status_1,work_status_2,work_status_3,work_status_4,work_status_5,work_status_6,work_status_7,work_status_8,work_status_9,work_status_9_TEXT,financial_impact,attribution_1,attribution_2,attribution_3,attribution_4,attribution_5,attribution_6,attribution_7,attribution_8,attribution_8_TEXT,Q28,trumplose,bidenlose,Q75_1,Q75_2,Q75_3,Q75_4,whytrump,whybiden,represents_1,represents_2,represents_3,represents_4,favorsDem,favorsRep,mostimpt,m4a_control,m4a_econ,m4a_soc,covid_control,covid_econ,covid_soc,gnd_control,gnd_labeled,gnd_unlabeled,Q1,Q162,cong1,cj4,Q48_1,Q48_2,Q48_3,Q48_4,cong2,cj5,Q49_1,Q49_2,Q49_3,Q49_4,cong3,cj6,Q50_1,Q50_2,Q50_3,Q50_4,DO_BR_FL_141,DO_BR_FL_6,DO_BR_FL_7,DO_BR_FL_8,DO_BR_FL_9,DO_BR_FL_10,DO_BR_FL_11,DO_BR_FL_12,DO_BR_FL_13,DO_BR_FL_14,DO_BR_FL_15,DO_BR_FL_16,DO_BR_FL_17,DO_BL_group2_lucas_ryan,DO_BL_M4AExperiment,DO_BL_COVIDExperiment,DO_BL_gnd_experiment,DO_Q_acknowledgment,DO_Q_socialism,DO_Q_fave_grid,DO_Q_presvote2020,DO_Q_presvote2020_voted,DO_Q_G2.Q3,DO_Q_women_lgbtq,DO_Q_presvote_2020lean,DO_Q_mostimpt,DO_Q_G2.Q2,DO_Q_presvote16_post,DO_Q_attribution,age_asked,agediff,duration,race4,agecat,educ,pid7,educ4,weduc,geduc,gregion,grace,agerace,prez16,nationalweight,income_new,vote_history,interest,registration,race,partisan_strength,year,Voted,lvweight
R_1ONcURNq6HHGJWN,NA,10/25/20 13:12,10/25/20 13:39,1,5f95cdba-de43-2861-edeb-df1d0fd5da2a,37,1,12,1,1,5,1,3,78748,Mary,George,Emma,Elizabeth,Jennifer,Barbara,Husband and no children,Husband and one child,Husband and one child,Wife and one child,Husband and three children,Husband and no children,55,48,57,54,52,65,18,20,19,22,19,10,2,1,1,45,1,1983,1,1,NA,NA,3,5,1,1,1,NA,NA,10,2,1,1,1,4,2,6,3,6,4,15.285,48.125,48.939,6,2,4,4,5,1,3,3,3,2,Skeptical Covid-19 Trump fans,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1,0,2,1,2,0,3,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,23.824,23.824,25.786,1,NA,Because it doesn't seem right how he uses electorial vote to save Trump which shouldn't be used as an emergency for any vote for president.,1,1,2,2,2,1,6,NA,NA,1,NA,1,NA,5,NA,NA,2,1,1,1,28.849,28.849,30.114,1,1,1,28.088,28.088,33.234,1,1,2,17.621,17.621,20.153,1,socialism|fave,FL_134,FL_124,FL_118,FL_113,FL_103,FL_96,FL_82,FL_76,FL_68,FL_61,FL_56,FL_42,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_control,6|5|4|3|2|1,1|2|4|5|3,1|5|7|3|10|2|6,1|2|3|4|8,1|2|3|4,8|4|2|1|6|5|7|3,6|4|9|7|5,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|2|6|3|5|4|7|8,37,0,26.52,1,2,5,1,3,3,3,NA,1,1,1,0.714810156,2,1,1,1,1,1,2020,0.996,0.711950916
R_3oQH8xFmcbhDP2Z,NA,10/25/20 13:27,10/25/20 13:39,1,5f95d176-e2ee-cae7-8ead-b44db8ee5eaf,29,1,5,1,1,2,2,2,47303,Barbara,Janet,Matthew,Elizabeth,Michael,James,Husband and no children,Wife and three children,Wife and three children,Wife and no children,Wife and two children,Husband and three children,64,62,57,54,60,65,13,21,12,24,23,18,14,1,1,15,2,1991,1,2,NA,NA,3,5,7,4,NA,NA,NA,12,2,4,3,1,5,3,1,4,6,4,3.609,39.762,41.634,14,6,1,3,1,1,1,1,3,2,The economy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,0,2,1,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,1,7,NA,NA,1,NA,1,NA,4,NA,NA,3,1,1,2,7.69,27.139,27.791,6,1,2,3.145,14.761,15.405,6,1,1,3.79,16.552,17.484,4,fave|socialism,FL_136,FL_127,FL_117,FL_113,FL_101,FL_90,FL_82,FL_81,FL_73,FL_59,FL_55,FL_48,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_control,1|2|3|4|5|6,5|4|2|1|3,2|1|3|7|10|6|5,1|2|3|8|4,1|2|3|4,6|8|3|1|5|2|4|7,6|5|9|4|7,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,29,0,11.27,1,1,2,2,1,1,2,NA,1,1,4,0.988249723,1,0,3,0,1,2,2020,0,0
R_3sns6mmAcTsBSH3,NA,10/25/20 13:31,10/25/20 13:40,1,5f95d28b-d5fc-930f-7868-050a06b54fc9,39,2,16,2,1,6,1,1,11798,James,Benjamin,Benjamin,William,Linda,Robert,Husband and two children,Wife and one child,Wife and no children,Husband and two children,Wife and no children,Husband and two children,59,52,67,62,65,53,25,11,15,22,17,23,4,1,1,33,1,1981,1,1,NA,NA,3,5,1,1,1,NA,NA,2,2,1,1,2,4,2,1,4,6,4,3.861,45.598,46.418,8,1,2,5,5,1,1,4,3,2,COVID-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,2,0,1,NA,NA,1,3,1,1,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,11.696,12.471,13,2,NA,to make sure it is fair,1,1,1,2,3,1,2,NA,NA,1,NA,1,NA,NA,NA,4,4,1,1,1,3.597,14.94,15.537,9,1,2,0.606,15.796,16.371,8,1,2,1.348,11.738,12.522,5,socialism|fave,FL_130,FL_123,FL_115,FL_106,FL_105,FL_92,FL_86,FL_77,FL_67,FL_62,FL_51,FL_46,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,6|1|2|5|10|7|3,2|1|3|4|8,2|1|3|4,4|1|7|2|6|5|3|8,4|7|9|5|6,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|7|4|2|5|6|3|8,39,0,8.58,2,2,6,1,4,8,5,NA,6,2,1,0.569384169,2,1,1,1,2,1,2020,0.884,0.503335606
R_D14cytkymXGdh7z,NA,10/25/20 13:34,10/25/20 13:40,1,5f95d320-eca2-b63a-8baf-4dd30dea9ea5,24,1,6,1,1,5,1,3,27511,Robert,Benjamin,Benjamin,William,Barbara,Barbara,Husband and one child,Wife and no children,Husband and one child,Husband and one child,Wife and two children,Wife and no children,69,65,46,67,55,63,18,17,13,11,21,23,12,1,1,34,1,1996,1,1,NA,NA,1,5,1,1,1,NA,NA,10,2,1,2,1,3,1,1,2,1,4,1.815,31.95,35.898,9,1,4,5,4,1,1,4,3,2,COVID,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1,0,2,1,2,NA,NA,0,3,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,8.549,8.549,17.664,1,NA,NA,1,1,1,2,3,1,1,1,NA,NA,1,NA,NA,NA,5,NA,5,1,1,1,6.647,6.647,8.313,1,1,1,3.817,4.479,4.812,2,1,1,4.987,4.987,6.066,1,fave|socialism,FL_132,FL_123,FL_115,FL_106,FL_104,FL_96,FL_84,FL_75,FL_68,FL_60,FL_55,FL_43,mip_open|G2.Q3,m4a_control,covid_control,gnd_labeled,6|5|4|3|2|1,1|2|4|5|3,7|3|6|1|10|2|5,1|2|3|4|8,1|2|3|4,3|4|6|8|2|7|5|1,7|4|9|6|5,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|4|6|3|7|5|2|8,24,0,5.35,1,1,5,1,3,3,3,NA,1,1,1,0.725255985,1,1,2,1,1,1,2020,0.1,0.072525598
R_3NPUcvycHndLrWQ,NA,10/25/20 13:15,10/25/20 13:40,1,5f95ce79-0a73-70a1-ecf7-fd5b4a62768c,76,2,5,1,1,2,9,3,27260,Barbara,Emma,Janet,William,Linda,John,Husband and one child,Husband and no children,Husband and no children,Husband and three children,Husband and no children,Wife and one child,67,59,64,55,64,65,22,24,12,24,23,25,11,1,1,34,1,1944,2,NA,2,NA,4,1,2,3,NA,2,NA,1,1,5,2,3,3,4,5,4,5,4,2.267,107.191,108.135,29,5,1,1,1,5,4,2,3,2,DC Swamp and Corruption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,0,1,0,3,NA,NA,0,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,6.319,30.436,36.974,2,"If Biden wins, America will become a Socialist Nation and we are doomed!",NA,2,2,2,1,1,3,2,2,NA,NA,NA,1,NA,NA,NA,1,1,1,1,2,9.2,34.484,34.9,11,1,2,0.975,12.889,13.794,7,1,2,8.471,32.338,33.794,5,fave|socialism,FL_136,FL_126,FL_119,FL_106,FL_105,FL_91,FL_84,FL_74,FL_66,FL_64,FL_50,FL_45,mip_open|G2.Q3,m4a_control,covid_econ,gnd_unlabeled,6|5|4|3|2|1,5|4|2|1|3,2|7|6|5|10|1|3,2|1|3|4|8,1|2|3|4,1|4|8|7|2|5|6|3,7|4|9|5|6,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,76,1,24.92,1,6,2,6,1,1,7,NA,5,5,2,1.404103271,1,1,2,1,1,2,2020,0.996,1.398486858
R_3qEZMDhMBlf6cVb,NA,10/25/20 13:27,10/25/20 13:40,1,5f95d149-32b3-a9e3-6188-325c16991d4f,38,2,24,2,1,6,1,1,10001,Linda,Janet,Matthew,Elizabeth,Jennifer,James,Wife and one child,Wife and three children,Wife and three children,Wife and no children,Husband and two children,Wife and one child,56,48,63,46,61,70,19,20,25,14,12,15,6,1,1,33,1,1982,1,1,NA,NA,1,1,2,1,1,NA,NA,6,2,1,1,1,2,3,5,5,5,4,32.863,50.358,51.66,8,1,5,4,5,1,5,5,5,2,Security issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,1,2,0,3,NA,NA,1,3,1,1,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1.921,21.901,23.047,4,NA,Because he have the right to charge the matter up to the court,2,1,1,2,3,1,4,NA,NA,1,NA,2,NA,NA,NA,1,1,1,1,1,2.54,23.705,24.839,12,1,2,1.578,7.001,7.877,5,1,1,1.1,8.9,9.7,9,fave|socialism,FL_137,FL_127,FL_117,FL_113,FL_103,FL_90,FL_85,FL_81,FL_73,FL_59,FL_54,FL_45,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_unlabeled,1|2|3|4|5|6,1|2|4|5|3,6|1|7|3|10|2|5,1|2|3|4|8,1|2|3|4,6|4|5|2|1|7|3|8,7|5|9|6|4,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|5|4|7|3|6|2|8,38,0,13.55,2,2,6,1,4,8,5,NA,6,2,2,0.458426004,3,1,1,1,2,1,2020,0.924,0.423585628
R_1q1B2y28z96Uos9,NA,10/25/20 13:33,10/25/20 13:40,1,5f95d2c0-3378-9c1e-dd2d-482ed3cb109f,45,1,19,1,1,6,10,3,33131,John,George,Janet,Benjamin,Robert,Jennifer,Wife and one child,Husband and two children,Husband and two children,Wife and two children,Husband and one child,Husband and no children,69,61,56,45,59,57,24,21,11,24,20,11,1,1,1,39,1,1975,2,NA,1,NA,5,1,2,1,2,NA,NA,2,1,1,1,1,1,5,6,5,6,4,1.587,4.859,5.501,5,1,5,5,5,4,5,4,4,2,COVINIE19,2,2,1,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1.597,1.597,2.8,1,good,NA,2,1,2,2,1,2,1,1,NA,NA,1,NA,NA,NA,NA,2,1,1,1,1,2.458,4.659,10.735,2,1,2,6.101,8.278,9.087,3,1,1,1.514,1.514,2.967,1,fave|socialism,FL_131,FL_124,FL_119,FL_107,FL_100,FL_95,FL_85,FL_78,FL_70,FL_63,FL_52,FL_42,mip_open|G2.Q2,m4a_control,covid_control,gnd_unlabeled,1|2|3|4|5|6,1|2|4|5|3,3|1|7|2|10|5|6,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|6|9|4|7,1|2|9|8,1|2|3|4|5|6|7|8,3|1|9|5|8|7|6|4|2,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,45,0,7.67,1,3,6,7,4,4,3,NA,1,3,2,0.741167917,3,1,1,1,1,1,2020,1,0.741167917
R_2X69IV9IYPs2avR,NA,10/25/20 13:30,10/25/20 13:41,1,5f95d256-1711-3807-340f-f1d1a5cff9c0,19,1,1,16,1,2,5,4,90002,Jennifer,Emma,William,George,James,Robert,Wife and three children,Husband and two children,Wife and one child,Husband and two children,Husband and three children,Husband and no children,55,51,54,63,66,52,22,20,22,14,25,19,3,1,1,5,1,2001,2,NA,2,NA,3,5,NA,2,2,NA,NA,11,1,2,3,1,3,3,1,4,6,4,20.416,42.206,43.923,5,2,2,2,2,2,2,2,2,2,Covid & Racism,3,3,3,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,19.334,19.334,20.966,1,NA,NA,2,1,2,1,1,2,5,NA,NA,1,NA,1,NA,4,NA,NA,3,1,1,1,24.97,24.97,26.571,1,1,1,11.538,11.538,12.385,1,1,1,8.284,8.284,11.773,1,socialism|fave,FL_135,FL_126,FL_114,FL_108,FL_98,FL_92,FL_89,FL_78,FL_69,FL_62,FL_56,FL_42,mip_open|G2.Q2,m4a_soc,covid_econ,gnd_control,6|5|4|3|2|1,5|4|2|1|3,2|7|1|5|10|6|3,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|6|9|4|7,1|2|9|8,8|7|6|5|4|3|2|1,9|8|7|5|1|4|3|2|6,1|2|3|4|5|6|7,1|4|7|5|2|6|3|8,19,0,11.08,4,1,2,6,1,5,4,NA,4,2,4,1.550942746,1,0,3,1,5,2,2020,0.178,0.276067809
R_2wGOrTaf9fxALqc,NA,10/25/20 13:35,10/25/20 13:42,1,5f95d324-9e2e-2194-ae24-c314d88baa6d,28,2,11,9,1,5,2,4,95130,Robert,Emma,George,George,Barbara,Jennifer,Wife and three children,Husband and three children,Wife and two children,Husband and two children,Husband and two children,Wife and no children,53,48,49,50,64,56,14,11,13,15,20,10,12,1,1,5,1,1992,3,NA,NA,1,3,5,1,1,1,NA,NA,12,2,1,2,1,3,3,2,3,3,4,0.419,12.838,13.562,13,4,2,2,4,1,2,4,1,2,Coronavirus,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,9.471,12.814,13.389,4,NA,Because majority wants him,1,1,2,2,3,1,3,2,NA,NA,2,NA,NA,NA,4,NA,3,1,1,2,0.667,7.882,8.587,11,1,2,0.824,7.592,7.968,9,1,1,5.698,9.601,10.175,6,socialism|fave,FL_132,FL_126,FL_116,FL_108,FL_104,FL_95,FL_89,FL_80,FL_71,FL_62,FL_54,FL_43,mip_open|G2.Q2,m4a_control,covid_control,gnd_labeled,6|5|4|3|2|1,1|2|4|5|3,2|7|5|1|10|6|3,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,7|6|9|5|4,1|2|9|8,1|2|3|4|5|6|7|8,8|4|9|1|2|6|5|3|7,2|1|3|4|5|6|7,1|3|4|7|6|2|5|8,28,0,6.67,4,1,5,3,3,7,8,NA,8,2,1,0.500171428,2,1,2,1,4,3,2020,0.506,0.253086743
R_3lyNufXBN7BRWWe,NA,10/25/20 13:31,10/25/20 13:42,1,5f95d24e-db78-0e6f-931b-f4562472dd96,71,1,6,1,1,5,4,3,30127,Michael,William,George,Hannah,Mary,Mary,Wife and no children,Husband and three children,Husband and three children,Husband and no children,Husband and two children,Wife and one child,63,64,66,49,64,50,20,13,14,21,11,22,11,1,1,11,2,1949,3,NA,NA,3,3,1,7,4,NA,NA,NA,10,2,5,2,2,3,3,3,3,3,4,34.182,73.796,81.446,5,4,2,3,2,1,1,4,3,2,covid 19,1,2,3,2,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,1,2,2,NA,NA,NA,1,NA,NA,NA,5,1,1,1,1,34.776,34.776,36.87,1,1,1,14.938,14.938,17.053,1,1,1,24.824,24.824,26.845,1,socialism|fave,FL_133,FL_122,FL_116,FL_112,FL_102,FL_94,FL_83,FL_80,FL_72,FL_58,FL_54,FL_45,mip_open|G2.Q2,m4a_control,covid_econ,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,5|1|2|7|10|3|6,1|2|3|8|4,1|2|3|4,1|2|3|4|5|6|7|8,6|7|9|5|4,1|2|9|8,8|7|6|5|4|3|2|1,3|7|6|2|8|9|5|1|4,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,71,1,11.32,1,6,5,4,3,3,3,NA,1,5,4,1.051184883,1,0,2,0,1,4,2020,0.014,0.014716588
R_2RXrmnSxLA0LsmH,NA,10/25/20 13:04,10/25/20 13:42,1,5f95cc07-09cf-b3cf-499d-cdf0da1302bd,29,2,9,1,1,2,5,4,85050,Barbara,Elizabeth,Benjamin,Janet,Linda,Robert,Husband and three children,Husband and three children,Husband and no children,Husband and one child,Husband and no children,Wife and no children,55,69,65,69,70,55,14,12,23,20,11,22,15,1,1,3,1,1991,2,NA,2,NA,3,5,2,1,2,NA,NA,2,2,2,2,1,1,5,2,6,6,4,1.2,28.498,30.229,9,5,2,5,2,4,4,5,5,2,Economy,2,2,2,1,2,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,Chi,1,1,NA,1.298,13.997,16.939,5,Because he has not won the election ane he very well may not.,NA,2,2,2,2,3,1,6,NA,NA,1,NA,NA,1,NA,4,NA,3,1,1,2,1.797,34.12,35.197,17,1,2,2.157,17.944,18.9,7,1,2,9.455,26.18,26.701,6,fave|socialism,FL_136,FL_129,FL_115,FL_111,FL_105,FL_92,FL_88,FL_80,FL_66,FL_60,FL_50,FL_43,mip_open|G2.Q2,m4a_soc,covid_soc,gnd_labeled,1|2|3|4|5|6,5|4|2|1|3,2|3|5|6|10|1|7,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,4|6|9|5|7,1|2|9|8,8|7|6|5|4|3|2|1,4|2|9|5|8|6|3|7|1,2|1|3|4|5|6|7,1|5|7|6|3|2|4|8,29,0,38.77,1,1,2,6,1,1,8,NA,5,1,2,0.858135346,2,1,2,1,1,2,2020,0.826,0.708819795
R_PLNpAuWtXAa6Tux,NA,10/25/20 13:33,10/25/20 13:43,1,5f95d2a6-ad6c-81f9-bdc4-b9a1536d1adf,50,1,17,1,1,6,10,3,28752,James,Matthew,Hannah,Janet,Jennifer,Michael,Husband and two children,Wife and one child,Wife and two children,Wife and three children,Husband and no children,Wife and three children,50,61,54,62,57,53,16,17,11,12,22,22,4,1,1,34,1,1970,2,NA,1,NA,3,1,2,1,2,NA,NA,2,1,1,2,1,2,5,5,5,5,4,4.088,23.488,30.853,5,2,5,4,2,5,4,2,4,2,COVIDE-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,3,NA,NA,NA,NA,NA,NA,0,2,0,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5.201,5.201,6.363,1,THIS IS VERY IMPORTANT FOR EVERYONE.,NA,2,2,2,2,3,2,2,1,NA,NA,1,NA,NA,4,NA,NA,1,1,1,1,22.434,22.434,23.786,1,1,2,12.321,12.321,13.572,1,1,2,12.013,12.013,13.281,1,fave|socialism,FL_130,FL_125,FL_120,FL_111,FL_103,FL_93,FL_86,FL_77,FL_71,FL_65,FL_50,FL_49,mip_open|G2.Q3,m4a_control,covid_control,gnd_control,1|2|3|4|5|6,1|2|4|5|3,2|3|6|1|10|5|7,2|1|3|4|8,1|2|3|4,1|5|2|6|7|3|8|4,4|7|9|6|5,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|5|6|4|2|3|7|8,50,0,9.75,1,4,6,7,4,4,3,NA,1,3,2,0.854202356,2,1,2,1,1,1,2020,0.956,0.816617452
R_3lGFz84LVAfMpFJ,NA,10/25/20 13:38,10/25/20 13:43,1,5f95d40c-8502-ef28-1f45-34f8686506ac,29,2,6,2,1,5,4,1,11221,Mary,George,Elizabeth,Hannah,Jennifer,Michael,Wife and two children,Husband and no children,Husband and three children,Husband and three children,Husband and one child,Husband and two children,54,66,47,61,51,65,20,22,23,22,25,18,13,1,1,33,1,1991,3,NA,NA,3,3,5,1,1,1,NA,NA,1,2,1,1,1,4,4,4,2,3,4,0.542,18.111,19.084,9,1,5,5,4,1,1,2,3,2,Economy & Student Loans,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,1,NA,1,NA,NA,NA,1,NA,1,0.442,4.277,4.783,2,NA,Because Trump is trying to steal the election,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA,NA,5,3,1,1,1,0.998,16.333,17.087,12,1,1,46.761,55.676,56.015,5,1,1,0.743,10.478,11.24,9,fave|socialism,FL_134,FL_124,FL_121,FL_112,FL_103,FL_93,FL_87,FL_74,FL_72,FL_64,FL_52,FL_46,mip_open|G2.Q2,m4a_soc,covid_econ,gnd_unlabeled,6|5|4|3|2|1,1|2|4|5|3,1|5|3|6|10|7|2,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,5|6|9|4|7,1|2|9|8,1|2|3|4|5|6|7|8,7|2|8|3|6|9|1|4|5,1|2|3|4|5|6|7,1|3|6|7|5|2|4|8,29,0,5.52,2,1,5,4,3,7,5,NA,6,2,1,0.452828405,1,1,1,1,2,4,2020,0.64,0.289810179
R_2Po5UHB8IBpAPMR,NA,10/25/20 13:33,10/25/20 13:44,1,5f95d30f-5840-6dbb-a329-29413e23624c,70,1,16,7,1,6,4,4,98102,James,Matthew,Matthew,William,Linda,James,Husband and one child,Husband and one child,Husband and no children,Wife and no children,Wife and two children,Husband and three children,56,67,62,53,57,59,10,13,16,16,22,17,15,1,1,49,1,1950,3,NA,NA,3,3,5,2,3,NA,1,NA,7,2,5,2,1,2,3,1,4,6,4,16.768,64.099,65.677,5,2,4,2,4,2,2,2,3,2,covid-19,2,1,1,1,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,retired,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,31.325,31.325,33.066,1,NA,NA,2,1,1,2,3,1,2,1,NA,NA,NA,1,NA,NA,3,NA,1,1,1,1,27.783,27.783,29.744,1,1,1,40.05,40.05,42.227,1,1,1,36.009,36.009,37.973,1,socialism|fave,FL_130,FL_125,FL_117,FL_106,FL_105,FL_90,FL_84,FL_76,FL_66,FL_59,FL_55,FL_48,mip_open|G2.Q2,m4a_control,covid_econ,gnd_labeled,1|2|3|4|5|6,1|2|4|5|3,5|1|3|6|10|2|7,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,6|4|9|5|7,1|2|9|8,1|2|3|4|5|6|7|8,6|9|4|8|5|1|7|3|2,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,70,0,10.7,4,6,6,4,4,8,4,NA,4,6,2,0.921104202,2,1,2,1,4,4,2020,0.654,0.602402148
